date,journey_id,device,marketing_channel,sessions,journey_starts,journey_completions,lead_submits,self_service_successes,revenue_proxy,calls_deflected,bounce_rate,measurement_quality,identity_match_rate,beacon_loss_rate
2026-01-09,JRN005,mobile_web,email,198,166,43,4,43,946,17,0.2243,71.26,0.9227,0.0176
2026-01-09,JRN005,mobile_web,direct,300,258,56,4,56,1232,13,0.3066,72.12,0.8859,0.0243
2026-01-09,JRN005,mobile_app,organic_search,86,73,29,2,29,638,12,0.1561,71.42,0.896,0.0175
2026-01-09,JRN005,mobile_app,paid_search,64,52,14,0,14,308,2,0.1455,69.55,0.8736,0.0253
2026-01-09,JRN005,mobile_app,email,48,41,13,1,13,286,5,0.2135,68.76,0.8707,0.0208
2026-01-09,JRN005,mobile_app,direct,56,44,14,0,14,308,3,0.2035,72.02,0.8738,0.0276
2026-01-09,JRN006,desktop,organic_search,592,351,18,18,2,3276,0,0.2355,58.88,0.7618,0.0352
2026-01-09,JRN006,desktop,paid_search,416,233,13,13,2,2366,0,0.1872,54.63,0.732,0.0438
2026-01-09,JRN006,desktop,email,292,160,11,11,1,2002,0,0.2666,57.09,0.7827,0.0336
2026-01-09,JRN006,desktop,direct,471,227,17,17,2,3094,0,0.1922,59.68,0.7681,0.0254
2026-01-09,JRN006,mobile_web,organic_search,614,360,23,23,2,4186,0,0.2628,58.7,0.7816,0.019
2026-01-09,JRN006,mobile_web,paid_search,438,211,8,8,0,1456,0,0.2704,59.21,0.7216,0.0349
2026-01-09,JRN006,mobile_web,email,392,213,14,14,2,2548,0,0.2822,58.45,0.7432,0.0298
2026-01-09,JRN006,mobile_web,direct,530,272,13,13,2,2366,0,0.2846,58.93,0.7318,0.0334
2026-01-09,JRN006,mobile_app,organic_search,139,71,4,4,0,728,0,0.1679,61.13,0.7838,0.0165
2026-01-09,JRN006,mobile_app,paid_search,85,49,2,2,0,364,0,0.2387,60.86,0.7424,0.0442
2026-01-09,JRN006,mobile_app,email,77,34,2,2,0,364,0,0.1781,58.22,0.7919,0.0228
2026-01-09,JRN006,mobile_app,direct,111,60,4,4,0,728,0,0.2649,60.28,0.7589,0.0134
2026-01-09,JRN007,desktop,organic_search,283,136,7,7,0,3220,0,0.2608,48.06,0.8638,0.0485
2026-01-09,JRN007,desktop,paid_search,190,85,4,4,0,1840,0,0.1779,52.47,0.8785,0.0293
2026-01-09,JRN007,desktop,email,129,67,3,3,0,1380,0,0.18,50.93,0.8688,0.02
2026-01-09,JRN007,desktop,direct,190,93,4,4,0,1840,0,0.237,48,0.8857,0.0376
2026-01-09,JRN007,mobile_web,organic_search,273,119,5,5,0,2300,0,0.3355,48.01,0.8962,0.0456
2026-01-09,JRN007,mobile_web,paid_search,246,112,5,5,0,2300,0,0.301,52.63,0.8933,0.0314
2026-01-09,JRN007,mobile_web,email,168,90,4,4,0,1840,0,0.3348,53.29,0.8837,0.0355
2026-01-09,JRN007,mobile_web,direct,231,101,3,3,0,1380,0,0.3265,55.46,0.9055,0.0211
2026-01-09,JRN007,mobile_app,organic_search,65,30,1,1,0,460,0,0.2433,50.58,0.831,0.0499
2026-01-09,JRN007,mobile_app,paid_search,39,18,0,0,0,0,0,0.2081,54.37,0.8591,0.0293
2026-01-09,JRN007,mobile_app,email,33,17,1,1,0,460,0,0.2585,52.62,0.869,0.0258
2026-01-09,JRN007,mobile_app,direct,49,26,1,1,0,460,0,0.2308,53.03,0.8831,0.018
2026-01-09,JRN008,desktop,organic_search,540,305,29,29,4,7076,1,0.2331,54.03,0.9019,0.0359
2026-01-09,JRN008,desktop,paid_search,342,211,15,15,2,3660,0,0.1916,52.78,0.8589,0.038
2026-01-09,JRN008,desktop,email,330,204,16,16,3,3904,1,0.2559,55.95,0.8737,0.0322
2026-01-09,JRN008,desktop,direct,406,243,26,26,4,6344,1,0.2113,56.31,0.8496,0.0407
2026-01-09,JRN008,mobile_web,organic_search,634,334,21,21,3,5124,1,0.2908,57.68,0.8859,0.0383
2026-01-09,JRN008,mobile_web,paid_search,470,263,15,15,2,3660,0,0.3048,58.14,0.9119,0.0326
2026-01-09,JRN008,mobile_web,email,298,146,14,14,2,3416,0,0.2601,54.43,0.9147,0.0192
2026-01-09,JRN008,mobile_web,direct,436,227,17,17,2,4148,0,0.3342,59.06,0.8629,0.029
2026-01-09,JRN008,mobile_app,organic_search,139,72,5,5,0,1220,0,0.2222,59.01,0.8722,0.0273
2026-01-09,JRN008,mobile_app,paid_search,94,57,6,6,0,1464,0,0.2091,51.19,0.8551,0.0516
2026-01-09,JRN008,mobile_app,email,66,37,4,4,0,976,0,0.1671,58.69,0.8509,0.0423
2026-01-09,JRN008,mobile_app,direct,97,48,4,4,0,976,0,0.2388,54.94,0.8738,0.0133
2026-01-09,JRN009,desktop,organic_search,289,186,25,1,25,2150,7,0.2225,73.29,0.8827,0.0134
2026-01-09,JRN009,desktop,paid_search,225,148,21,0,21,1806,8,0.1806,69.93,0.8631,0.0218
2026-01-09,JRN009,desktop,email,185,125,17,1,17,1462,4,0.1881,72.29,0.9311,0.0079
2026-01-09,JRN009,desktop,direct,203,114,13,1,13,1118,4,0.2063,78.06,0.9101,0.0091
2026-01-09,JRN009,mobile_web,organic_search,350,218,29,1,29,2494,6,0.2692,70.43,0.8729,0.0185
2026-01-09,JRN009,mobile_web,paid_search,214,121,14,0,14,1204,5,0.3126,72.45,0.8885,0.0252
2026-01-09,JRN009,mobile_web,email,191,113,18,2,18,1548,5,0.3342,74.94,0.9276,0.0159
2026-01-09,JRN009,mobile_web,direct,213,139,14,1,14,1204,4,0.3265,73.72,0.9305,0.0192
2026-01-09,JRN009,mobile_app,organic_search,69,48,7,0,7,602,2,0.1584,70.46,0.8921,0.0178
2026-01-09,JRN009,mobile_app,paid_search,53,30,4,0,4,344,1,0.2483,73.22,0.8799,0.0265
2026-01-09,JRN009,mobile_app,email,39,26,4,0,4,344,1,0.2368,73.37,0.9232,0.018
2026-01-09,JRN009,mobile_app,direct,56,35,6,0,6,516,1,0.2411,74.93,0.9133,0.0138
2026-01-09,JRN010,desktop,organic_search,652,542,137,10,137,2466,26,0.1507,66.32,0.7592,0.012
2026-01-09,JRN010,desktop,paid_search,469,389,93,8,93,1674,25,0.1956,64.51,0.7672,0.0384
2026-01-09,JRN010,desktop,email,377,298,66,5,66,1188,27,0.1794,61.9,0.7667,0.0328
2026-01-09,JRN010,desktop,direct,463,348,87,7,87,1566,33,0.1635,68.83,0.7692,0.0136
2026-01-09,JRN010,mobile_web,organic_search,783,633,147,12,147,2646,36,0.2429,66.79,0.7487,0.0316
2026-01-09,JRN010,mobile_web,paid_search,677,533,104,10,104,1872,31,0.2285,61.84,0.7932,0.0228
2026-01-09,JRN010,mobile_web,email,432,345,77,7,77,1386,24,0.3195,66.4,0.7812,0.031
2026-01-09,JRN010,mobile_web,direct,516,410,95,5,95,1710,21,0.2266,62.66,0.7644,0.0162
2026-01-09,JRN010,mobile_app,organic_search,146,121,34,1,34,612,13,0.1368,60.86,0.7435,0.0326
2026-01-09,JRN010,mobile_app,paid_search,132,93,24,1,24,432,8,0.1342,65.29,0.7211,0.0428
2026-01-09,JRN010,mobile_app,email,95,76,27,1,27,486,9,0.1508,62.75,0.7633,0.0276
2026-01-09,JRN010,mobile_app,direct,104,83,21,1,21,378,6,0.1583,63.45,0.7541,0.016
2026-01-09,JRN011,desktop,organic_search,237,111,4,4,0,1240,0,0.1864,48,0.7614,0.0185
2026-01-09,JRN011,desktop,paid_search,183,93,3,3,0,930,0,0.2549,49.98,0.7496,0.0344
2026-01-09,JRN011,desktop,email,115,49,2,2,0,620,0,0.2388,48,0.7884,0.0314
2026-01-09,JRN011,desktop,direct,152,83,4,4,0,1240,0,0.2257,48,0.7404,0.0477
2026-01-09,JRN011,mobile_web,organic_search,289,119,3,3,0,930,0,0.2753,48,0.7845,0.0203
2026-01-09,JRN011,mobile_web,paid_search,166,68,2,2,0,620,0,0.2989,48.87,0.7557,0.0295
2026-01-09,JRN011,mobile_web,email,138,69,2,2,0,620,0,0.2729,48,0.7256,0.0321
2026-01-09,JRN011,mobile_web,direct,188,95,3,3,0,930,0,0.3498,48,0.7593,0.0494
2026-01-09,JRN011,mobile_app,organic_search,45,19,0,0,0,0,0,0.2536,48,0.756,0.0311
2026-01-09,JRN011,mobile_app,paid_search,34,14,0,0,0,0,0,0.1806,48,0.7148,0.0568
2026-01-09,JRN011,mobile_app,email,28,15,0,0,0,0,0,0.1962,48,0.7786,0.0213
2026-01-09,JRN011,mobile_app,direct,34,16,0,0,0,0,0,0.2519,48,0.7554,0.0384
2026-01-09,JRN012,desktop,organic_search,316,140,7,0,7,448,1,0.2356,51.22,0.8745,0.0443
2026-01-09,JRN012,desktop,paid_search,233,126,7,0,7,448,1,0.1773,57.63,0.9025,0.0279
2026-01-09,JRN012,desktop,email,140,75,6,0,6,384,2,0.2301,56.0,0.8744,0.0376
2026-01-09,JRN012,desktop,direct,212,96,6,0,6,384,2,0.2296,57.68,0.8751,0.0197
2026-01-09,JRN012,mobile_web,organic_search,358,198,9,0,9,576,2,0.282,57.73,0.8853,0.0269
2026-01-09,JRN012,mobile_web,paid_search,208,96,3,0,3,192,0,0.349,52.11,0.8552,0.027
2026-01-09,JRN012,mobile_web,email,193,112,6,0,6,384,2,0.277,53.04,0.862,0.0468
2026-01-09,JRN012,mobile_web,direct,231,113,5,0,5,320,1,0.3487,56.25,0.8688,0.0361
2026-01-09,JRN012,mobile_app,organic_search,63,35,2,0,2,128,0,0.2012,53.04,0.9237,0.0204
2026-01-09,JRN012,mobile_app,paid_search,40,19,1,0,1,64,0,0.2302,55.03,0.9091,0.0273
2026-01-09,JRN012,mobile_app,email,37,19,1,0,1,64,0,0.226,52.05,0.8937,0.0381
2026-01-09,JRN012,mobile_app,direct,52,23,1,0,1,64,0,0.2121,50.34,0.8918,0.0448
2026-01-10,JRN001,desktop,organic_search,592,348,32,2,32,4032,8,0.2176,69.01,0.8733,0.0253
2026-01-10,JRN001,desktop,paid_search,387,178,15,1,15,1890,2,0.2399,67.67,0.8602,0.0343
2026-01-10,JRN001,desktop,email,313,182,14,0,14,1764,5,0.198,66.8,0.8706,0.018
2026-01-10,JRN001,desktop,direct,442,263,25,2,25,3150,8,0.1952,71.15,0.9346,0.012
2026-01-10,JRN001,mobile_web,organic_search,767,450,29,2,29,3654,10,0.3182,66.38,0.9121,0.02
2026-01-10,JRN001,mobile_web,paid_search,543,307,20,1,20,2520,4,0.294,66.83,0.8957,0.0392
2026-01-10,JRN001,mobile_web,email,348,160,13,0,13,1638,4,0.3216,65.98,0.9019,0.0106
2026-01-10,JRN001,mobile_web,direct,529,287,16,0,16,2016,5,0.3342,67.22,0.8943,0.0248
2026-01-10,JRN001,mobile_app,organic_search,155,94,8,0,8,1008,3,0.2526,68.8,0.89,0.0239
2026-01-10,JRN001,mobile_app,paid_search,109,54,3,0,3,378,0,0.2137,67.71,0.8694,0.0386
2026-01-10,JRN001,mobile_app,email,62,31,3,0,3,378,1,0.2193,69.35,0.9018,0.0166
2026-01-10,JRN001,mobile_app,direct,90,54,4,0,4,504,1,0.197,68.08,0.8946,0.0284
2026-01-10,JRN002,desktop,organic_search,902,724,147,12,147,14406,48,0.1737,73.56,0.8648,0.0206
2026-01-10,JRN002,desktop,paid_search,528,404,67,7,67,6566,27,0.2136,78.32,0.8999,0.0198
2026-01-10,JRN002,desktop,email,486,329,66,4,66,6468,17,0.2128,76.66,0.8861,0.02
2026-01-10,JRN002,desktop,direct,527,372,100,5,100,9800,34,0.1815,76.47,0.8871,0.0164
2026-01-10,JRN002,mobile_web,organic_search,966,656,95,11,95,9310,34,0.2727,74.79,0.9352,0.0084
2026-01-10,JRN002,mobile_web,paid_search,737,479,78,8,78,7644,30,0.3129,73.14,0.8644,0.0232
2026-01-10,JRN002,mobile_web,email,520,418,104,5,104,10192,26,0.2969,74.26,0.8869,0.0213
2026-01-10,JRN002,mobile_web,direct,564,438,75,3,75,7350,27,0.286,76.42,0.8904,0.0126
2026-01-10,JRN002,mobile_app,organic_search,203,132,24,2,24,2352,7,0.2142,75.01,0.9241,0.0161
2026-01-10,JRN002,mobile_app,paid_search,110,81,17,1,17,1666,4,0.1492,75.07,0.9164,0.0273
2026-01-10,JRN002,mobile_app,email,87,57,17,0,17,1666,6,0.1886,74.67,0.9189,0.0082
2026-01-10,JRN002,mobile_app,direct,116,91,25,1,25,2450,8,0.1831,79.64,0.9125,0.0068
2026-01-10,JRN003,desktop,organic_search,361,196,22,0,22,1628,6,0.2277,65.46,0.8728,0.0301
2026-01-10,JRN003,desktop,paid_search,241,136,15,0,15,1110,3,0.1751,65.16,0.9179,0.0296
2026-01-10,JRN003,desktop,email,162,108,16,1,16,1184,3,0.165,65.56,0.8955,0.0305
2026-01-10,JRN003,desktop,direct,240,163,22,2,22,1628,4,0.1919,64.61,0.8771,0.0143
2026-01-10,JRN003,mobile_web,organic_search,347,192,16,0,16,1184,6,0.2919,60.16,0.8709,0.0239
2026-01-10,JRN003,mobile_web,paid_search,246,155,16,1,16,1184,5,0.2629,60.51,0.8655,0.0442
2026-01-10,JRN003,mobile_web,email,236,128,14,0,14,1036,3,0.3326,61.85,0.9124,0.0276
2026-01-10,JRN003,mobile_web,direct,240,153,19,1,19,1406,4,0.3444,62.13,0.9168,0.0242
2026-01-10,JRN003,mobile_app,organic_search,74,49,6,0,6,444,1,0.2123,59.15,0.8627,0.031
2026-01-10,JRN003,mobile_app,paid_search,61,40,4,0,4,296,0,0.2287,62.0,0.8603,0.0247
2026-01-10,JRN003,mobile_app,email,40,21,2,0,2,148,0,0.1699,60.65,0.8669,0.0359
2026-01-10,JRN003,mobile_app,direct,55,29,4,0,4,296,1,0.1553,64.1,0.9104,0.0206
2026-01-10,JRN004,desktop,organic_search,302,259,128,9,128,4864,38,0.1088,87.8,0.8918,0.0089
2026-01-10,JRN004,desktop,paid_search,179,153,78,8,78,2964,34,0.1827,87.05,0.9147,0.0214
2026-01-10,JRN004,desktop,email,133,114,70,6,70,2660,12,0.1382,89.65,0.893,0.0082
2026-01-10,JRN004,desktop,direct,212,182,106,10,106,4028,35,0.1594,90.28,0.9291,0.0041
2026-01-10,JRN004,mobile_web,organic_search,288,247,97,8,97,3686,20,0.2488,87.84,0.922,0.0041
2026-01-10,JRN004,mobile_web,paid_search,205,176,55,4,55,2090,13,0.2075,83.39,0.8954,0.0171
2026-01-10,JRN004,mobile_web,email,165,141,68,4,68,2584,19,0.1939,84.94,0.9212,0.0091
2026-01-10,JRN004,mobile_web,direct,199,171,61,2,61,2318,25,0.2245,84.48,0.9043,0.0073
2026-01-10,JRN004,mobile_app,organic_search,616,529,271,11,271,10298,87,0.1527,85.64,0.8893,0.0072
2026-01-10,JRN004,mobile_app,paid_search,419,360,173,18,173,6574,60,0.1107,85.81,0.8834,0.0203
2026-01-10,JRN004,mobile_app,email,291,250,149,8,149,5662,55,0.1736,86.74,0.9179,0.0103
2026-01-10,JRN004,mobile_app,direct,340,292,150,14,150,5700,51,0.1068,89.07,0.8999,0.0081
2026-01-10,JRN005,desktop,organic_search,252,207,69,4,69,1518,17,0.181,74.51,0.8944,0.0098
2026-01-10,JRN005,desktop,paid_search,191,164,37,3,37,814,14,0.2084,70.8,0.8771,0.0395
2026-01-10,JRN005,desktop,email,147,119,47,2,47,1034,11,0.1347,70.78,0.8701,0.0148
2026-01-10,JRN005,desktop,direct,196,164,49,2,49,1078,17,0.1575,71.17,0.9224,0.0148
2026-01-10,JRN005,mobile_web,organic_search,279,227,54,5,54,1188,17,0.2656,74.31,0.9249,0.0176
2026-01-10,JRN005,mobile_web,paid_search,233,200,38,4,38,836,14,0.2978,69.81,0.8641,0.0241
2026-01-10,JRN005,mobile_web,email,148,127,48,2,48,1056,11,0.2154,71.04,0.9347,0.0087
2026-01-10,JRN005,mobile_web,direct,228,196,50,5,50,1100,17,0.221,72.19,0.8931,0.0086
2026-01-10,JRN005,mobile_app,organic_search,61,52,15,1,15,330,4,0.1686,74.26,0.9247,0.0171
2026-01-10,JRN005,mobile_app,paid_search,38,32,7,0,7,154,2,0.1337,73.35,0.8805,0.0213
2026-01-10,JRN005,mobile_app,email,27,22,8,0,8,176,1,0.1911,69.82,0.8727,0.0122
2026-01-10,JRN005,mobile_app,direct,44,37,15,0,15,330,5,0.1717,70.64,0.9121,0.0109
2026-01-10,JRN006,desktop,organic_search,452,243,16,16,1,2912,0,0.2089,61.02,0.7566,0.0179
2026-01-10,JRN006,desktop,paid_search,315,188,12,12,1,2184,0,0.2276,62.18,0.7324,0.0299
2026-01-10,JRN006,desktop,email,287,129,11,11,1,2002,0,0.198,57.96,0.7411,0.0224
2026-01-10,JRN006,desktop,direct,316,174,12,12,1,2184,0,0.2647,61.75,0.7277,0.0319
2026-01-10,JRN006,mobile_web,organic_search,583,344,20,20,1,3640,0,0.2997,62.82,0.7786,0.0137
2026-01-10,JRN006,mobile_web,paid_search,355,163,9,9,1,1638,0,0.3269,59.02,0.7469,0.0271
2026-01-10,JRN006,mobile_web,email,268,121,9,9,1,1638,0,0.3416,58.56,0.7849,0.018
2026-01-10,JRN006,mobile_web,direct,359,173,10,10,0,1820,0,0.307,61.64,0.7641,0.0283
2026-01-10,JRN006,mobile_app,organic_search,116,52,3,3,0,546,0,0.1693,60.06,0.7478,0.0222
2026-01-10,JRN006,mobile_app,paid_search,76,39,2,2,0,364,0,0.1896,56.55,0.7846,0.0353
2026-01-10,JRN006,mobile_app,email,49,27,1,1,0,182,0,0.1896,61.15,0.7694,0.0238
2026-01-10,JRN006,mobile_app,direct,74,36,2,2,0,364,0,0.2067,58.52,0.7555,0.0186
2026-01-10,JRN007,desktop,organic_search,185,94,4,4,0,1840,0,0.1707,53.34,0.8679,0.041
2026-01-10,JRN007,desktop,paid_search,166,79,3,3,0,1380,0,0.231,49.62,0.873,0.0401
2026-01-10,JRN007,desktop,email,118,51,2,2,0,920,0,0.1978,50.61,0.8988,0.0209
2026-01-10,JRN007,desktop,direct,150,75,3,3,0,1380,0,0.2179,51.19,0.8497,0.0404
2026-01-10,JRN007,mobile_web,organic_search,195,109,4,4,0,1840,0,0.3542,51.59,0.8645,0.0221
2026-01-10,JRN007,mobile_web,paid_search,138,72,2,2,0,920,0,0.3177,52.37,0.8555,0.0315
2026-01-10,JRN007,mobile_web,email,115,48,2,2,0,920,0,0.3413,52.21,0.8624,0.0433
2026-01-10,JRN007,mobile_web,direct,184,81,4,4,0,1840,0,0.3058,48,0.8538,0.0397
2026-01-10,JRN007,mobile_app,organic_search,39,20,1,1,0,460,0,0.2221,52.69,0.8857,0.019
2026-01-10,JRN007,mobile_app,paid_search,30,14,0,0,0,0,0,0.2385,50.52,0.8848,0.0448
2026-01-10,JRN007,mobile_app,email,25,11,0,0,0,0,0,0.2066,53.32,0.8806,0.0201
2026-01-10,JRN007,mobile_app,direct,36,17,1,1,0,460,0,0.2519,48,0.8891,0.038
2026-01-10,JRN008,desktop,organic_search,387,219,15,15,2,3660,0,0.2343,55.0,0.8729,0.0304
2026-01-10,JRN008,desktop,paid_search,293,153,9,9,1,2196,0,0.2098,57.32,0.8802,0.0429
2026-01-10,JRN008,desktop,email,244,125,11,11,1,2684,0,0.1658,58.44,0.8972,0.0236
2026-01-10,JRN008,desktop,direct,291,159,16,16,3,3904,1,0.2223,58.72,0.902,0.0409
2026-01-10,JRN008,mobile_web,organic_search,478,230,19,19,3,4636,1,0.3505,55.13,0.9161,0.016
2026-01-10,JRN008,mobile_web,paid_search,358,220,16,16,1,3904,0,0.3424,54.19,0.8861,0.044
2026-01-10,JRN008,mobile_web,email,238,122,9,9,1,2196,0,0.2719,58.81,0.871,0.0146
2026-01-10,JRN008,mobile_web,direct,336,167,10,10,1,2440,0,0.3384,55.09,0.9045,0.0231
2026-01-10,JRN008,mobile_app,organic_search,89,46,4,4,0,976,0,0.2489,60.4,0.8729,0.019
2026-01-10,JRN008,mobile_app,paid_search,66,39,3,3,0,732,0,0.2199,58.29,0.8821,0.0314
2026-01-10,JRN008,mobile_app,email,55,27,2,2,0,488,0,0.2172,55.59,0.8698,0.0261
2026-01-10,JRN008,mobile_app,direct,72,44,4,4,0,976,0,0.2003,56.71,0.8649,0.0153
2026-01-10,JRN009,desktop,organic_search,252,158,21,1,21,1806,7,0.2168,72.38,0.8793,0.0134
2026-01-10,JRN009,desktop,paid_search,167,92,9,0,9,774,2,0.2098,74.41,0.8688,0.0362
2026-01-10,JRN009,desktop,email,132,82,11,0,11,946,2,0.2442,74.6,0.9347,0.0126
2026-01-10,JRN009,desktop,direct,195,114,14,0,14,1204,5,0.2294,74.05,0.8819,0.0251
2026-01-10,JRN009,mobile_web,organic_search,293,163,20,1,20,1720,8,0.2555,72.13,0.914,0.0225
2026-01-10,JRN009,mobile_web,paid_search,171,110,10,1,10,860,2,0.3276,72.8,0.9213,0.0196
2026-01-10,JRN009,mobile_web,email,144,90,12,1,12,1032,3,0.2494,76.11,0.8832,0.0208
2026-01-10,JRN009,mobile_web,direct,165,108,16,1,16,1376,4,0.2868,74.65,0.8885,0.0136
2026-01-10,JRN009,mobile_app,organic_search,58,39,6,0,6,516,1,0.2219,76.89,0.9085,0.0147
2026-01-10,JRN009,mobile_app,paid_search,32,21,2,0,2,172,0,0.2514,76.79,0.9283,0.0203
2026-01-10,JRN009,mobile_app,email,32,17,3,0,3,258,1,0.1627,72.34,0.869,0.0226
2026-01-10,JRN009,mobile_app,direct,43,30,5,0,5,430,1,0.2103,71.24,0.8949,0.0127
2026-01-10,JRN010,desktop,organic_search,612,429,95,5,95,1710,34,0.2108,65.43,0.7726,0.018
2026-01-10,JRN010,desktop,paid_search,440,335,64,3,64,1152,27,0.2004,61.47,0.7381,0.0362
2026-01-10,JRN010,desktop,email,312,251,66,4,66,1188,16,0.2135,66.49,0.7658,0.013
2026-01-10,JRN010,desktop,direct,420,325,85,8,85,1530,19,0.1614,65.48,0.8006,0.0131
2026-01-10,JRN010,mobile_web,organic_search,721,586,96,11,96,1728,31,0.3217,67.8,0.7286,0.0225
2026-01-10,JRN010,mobile_web,paid_search,486,349,53,3,53,954,14,0.2388,63.35,0.728,0.0349
2026-01-10,JRN010,mobile_web,email,323,231,60,5,60,1080,26,0.2301,65.31,0.7314,0.026
2026-01-10,JRN010,mobile_web,direct,513,382,69,5,69,1242,24,0.2904,66.31,0.7515,0.0216
2026-01-10,JRN010,mobile_app,organic_search,122,86,19,0,19,342,6,0.2286,67.97,0.7358,0.0177
2026-01-10,JRN010,mobile_app,paid_search,97,71,16,1,16,288,3,0.1988,67.75,0.7237,0.0303
2026-01-10,JRN010,mobile_app,email,77,54,18,2,18,324,4,0.1924,63.28,0.7551,0.0224
2026-01-10,JRN010,mobile_app,direct,92,74,19,1,19,342,7,0.1875,64.79,0.7889,0.0191
2026-01-10,JRN011,desktop,organic_search,178,75,3,3,0,930,0,0.2509,49.22,0.7224,0.0455
2026-01-10,JRN011,desktop,paid_search,137,68,2,2,0,620,0,0.1873,48,0.7413,0.0537
2026-01-10,JRN011,desktop,email,102,46,2,2,0,620,0,0.1733,48,0.725,0.0493
2026-01-10,JRN011,desktop,direct,126,62,2,2,0,620,0,0.261,48,0.7285,0.039
2026-01-10,JRN011,mobile_web,organic_search,171,92,3,3,0,930,0,0.2798,48,0.7385,0.0194
2026-01-10,JRN011,mobile_web,paid_search,135,55,1,1,0,310,0,0.3062,48,0.7138,0.062
2026-01-10,JRN011,mobile_web,email,109,51,1,1,0,310,0,0.3474,48,0.7719,0.0176
2026-01-10,JRN011,mobile_web,direct,119,57,2,2,0,620,0,0.3045,49.3,0.7548,0.0338
2026-01-10,JRN011,mobile_app,organic_search,32,14,0,0,0,0,0,0.2594,48,0.7967,0.0215
2026-01-10,JRN011,mobile_app,paid_search,25,13,0,0,0,0,0,0.2353,48,0.7073,0.0664
2026-01-10,JRN011,mobile_app,email,25,13,0,0,0,0,0,0.2642,49.03,0.7524,0.02
2026-01-10,JRN011,mobile_app,direct,25,12,0,0,0,0,0,0.2672,48.99,0.722,0.0457
2026-01-10,JRN012,desktop,organic_search,199,89,5,0,5,320,1,0.2367,54.53,0.8717,0.0244
2026-01-10,JRN012,desktop,paid_search,157,70,4,0,4,256,1,0.1958,52.7,0.8606,0.0523
2026-01-10,JRN012,desktop,email,121,62,3,0,3,192,1,0.2341,53.91,0.8735,0.0417
2026-01-10,JRN012,desktop,direct,155,69,3,0,3,192,1,0.1945,52.57,0.8454,0.0374
2026-01-10,JRN012,mobile_web,organic_search,273,158,6,0,6,384,1,0.3188,58.0,0.9268,0.0232
2026-01-10,JRN012,mobile_web,paid_search,191,103,4,0,4,256,1,0.3301,55.27,0.8659,0.0263
2026-01-10,JRN012,mobile_web,email,146,63,2,0,2,128,0,0.3465,54.5,0.8638,0.0301
2026-01-10,JRN012,mobile_web,direct,172,80,3,0,3,192,1,0.3438,53.7,0.9056,0.025
2026-01-10,JRN012,mobile_app,organic_search,45,25,1,0,1,64,0,0.2569,54.05,0.8367,0.0454
2026-01-10,JRN012,mobile_app,paid_search,36,18,1,0,1,64,0,0.2601,56.76,0.875,0.0412
2026-01-10,JRN012,mobile_app,email,25,12,1,0,1,64,0,0.2252,53.68,0.8786,0.0427
2026-01-10,JRN012,mobile_app,direct,34,16,0,0,0,0,0,0.2553,55.42,0.9158,0.0181
2026-01-11,JRN001,desktop,organic_search,574,330,22,1,22,2772,6,0.2627,67.32,0.8636,0.0224
2026-01-11,JRN001,desktop,paid_search,414,209,12,0,12,1512,2,0.2279,69.47,0.8889,0.0306
2026-01-11,JRN001,desktop,email,298,172,13,1,13,1638,2,0.1755,67.92,0.8727,0.0271
2026-01-11,JRN001,desktop,direct,495,266,18,0,18,2268,6,0.2115,70.71,0.904,0.0175
2026-01-11,JRN001,mobile_web,organic_search,769,458,31,2,31,3906,13,0.3211,65.71,0.8686,0.0278
2026-01-11,JRN001,mobile_web,paid_search,449,233,16,1,16,2016,5,0.2976,65.36,0.8482,0.0407
2026-01-11,JRN001,mobile_web,email,369,189,17,1,17,2142,5,0.2677,69.38,0.8792,0.0263
2026-01-11,JRN001,mobile_web,direct,558,329,21,1,21,2646,4,0.3064,69.2,0.9125,0.0093
2026-01-11,JRN001,mobile_app,organic_search,119,58,4,0,4,504,1,0.176,70.41,0.8583,0.0241
2026-01-11,JRN001,mobile_app,paid_search,86,51,3,0,3,378,0,0.2229,69.87,0.863,0.0311
2026-01-11,JRN001,mobile_app,email,68,39,3,0,3,378,1,0.1884,66.87,0.8951,0.0201
2026-01-11,JRN001,mobile_app,direct,105,49,3,0,3,378,0,0.1828,66.62,0.8909,0.025
2026-01-11,JRN002,desktop,organic_search,778,537,133,6,133,13034,40,0.1767,79.74,0.9274,0.0213
2026-01-11,JRN002,desktop,paid_search,637,493,104,7,104,10192,43,0.1824,77.52,0.9162,0.0243
2026-01-11,JRN002,desktop,email,496,321,71,7,71,6958,29,0.2154,75.72,0.9096,0.0178
2026-01-11,JRN002,desktop,direct,607,430,104,4,104,10192,42,0.1897,80.48,0.901,0.009
2026-01-11,JRN002,mobile_web,organic_search,982,713,149,8,149,14602,44,0.2921,76.14,0.8752,0.0097
2026-01-11,JRN002,mobile_web,paid_search,734,505,80,3,80,7840,30,0.2715,74.2,0.9271,0.0206
2026-01-11,JRN002,mobile_web,email,511,388,80,8,80,7840,32,0.309,78.39,0.9041,0.0078
2026-01-11,JRN002,mobile_web,direct,568,457,92,5,92,9016,36,0.2469,73.66,0.8903,0.0195
2026-01-11,JRN002,mobile_app,organic_search,181,134,27,2,27,2646,6,0.1711,73.68,0.9127,0.0152
2026-01-11,JRN002,mobile_app,paid_search,128,89,17,0,17,1666,4,0.1659,75.67,0.9035,0.0213
